query_id,neighbor_id,rank,similarity,form_match,dim_sim,cat_sim,mech_sim,coat_match,finish_match,surface_type_match,yield_sim,tensile_sim
facd942d-02a2-46bf-936c-e3afd39ee20d,70477a56-83d2-4429-bbca-b37456aa93f5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
facd942d-02a2-46bf-936c-e3afd39ee20d,2e56f82b-a80d-4704-83a5-14a52a117b65,2,1.0,1.0,,1.0,,1.0,1.0,1.0,,
facd942d-02a2-46bf-936c-e3afd39ee20d,75bca8ed-de31-4780-bd89-5e43386fe17c,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140d30f7-f16d-4455-a448-516ab6616812,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140d30f7-f16d-4455-a448-516ab6616812,408d5fa3-4bdf-40cf-a41f-f4bab8858517,2,1.0,1.0,,1.0,,1.0,1.0,1.0,,
140d30f7-f16d-4455-a448-516ab6616812,6ba77453-705f-4cd9-af72-7422e9181734,3,1.0,1.0,,1.0,,1.0,1.0,1.0,,
178a48ef-f870-46d7-ba3c-c94b35477459,70477a56-83d2-4429-bbca-b37456aa93f5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178a48ef-f870-46d7-ba3c-c94b35477459,2e56f82b-a80d-4704-83a5-14a52a117b65,2,1.0,1.0,,1.0,,1.0,1.0,1.0,,
178a48ef-f870-46d7-ba3c-c94b35477459,75bca8ed-de31-4780-bd89-5e43386fe17c,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,140d30f7-f16d-4455-a448-516ab6616812,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,408d5fa3-4bdf-40cf-a41f-f4bab8858517,2,1.0,1.0,,1.0,,1.0,1.0,1.0,,
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,6ba77453-705f-4cd9-af72-7422e9181734,3,1.0,1.0,,1.0,,1.0,1.0,1.0,,
ca60a74b-7cdc-4098-a20c-2de916dcb66b,e46aa804-164c-4907-a7ca-07a99d66d1b6,1,0.8672656793972883,1.0,1.0,0.6666666666666666,0.7797744868798498,1.0,0.0,1.0,0.7408182206817179,0.8187307530779818
ca60a74b-7cdc-4098-a20c-2de916dcb66b,b78ef921-0ff1-4e4b-aa5d-fe99d9e3de91,2,0.8666666666666667,1.0,,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
ca60a74b-7cdc-4098-a20c-2de916dcb66b,d6cf062a-c830-436c-b2d2-6ac0f0e37fc0,3,0.8666666666666667,1.0,,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
df6085e7-42f9-4ce3-92b0-3a7a24159a61,094422ce-696c-482d-9927-c3cfbf347f7a,1,0.8672656793972883,1.0,1.0,0.6666666666666666,0.7797744868798498,1.0,0.0,1.0,0.7408182206817179,0.8187307530779818
df6085e7-42f9-4ce3-92b0-3a7a24159a61,70770051-5ba0-4cf9-80da-e50674b4a7ea,2,0.8666666666666667,1.0,,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
df6085e7-42f9-4ce3-92b0-3a7a24159a61,8453ab51-f78f-4b28-93a5-248068505454,3,0.8666666666666667,1.0,,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
e46aa804-164c-4907-a7ca-07a99d66d1b6,ca60a74b-7cdc-4098-a20c-2de916dcb66b,1,0.8672656793972883,1.0,1.0,0.6666666666666666,0.7797744868798498,1.0,0.0,1.0,0.7408182206817179,0.8187307530779818
e46aa804-164c-4907-a7ca-07a99d66d1b6,f88c20b1-9296-462d-9a5c-0acb9de06d93,2,0.8331555141499194,1.0,1.0,0.6666666666666666,0.666073936055287,1.0,0.0,1.0,0.8187307530779818,0.513417119032592
e46aa804-164c-4907-a7ca-07a99d66d1b6,05c71356-48ba-4b48-a217-678ba62ca4b0,3,0.7936792345215554,1.0,1.0,0.3333333333333333,0.756708559516296,0.0,0.0,1.0,1.0,0.513417119032592
094422ce-696c-482d-9927-c3cfbf347f7a,df6085e7-42f9-4ce3-92b0-3a7a24159a61,1,0.8672656793972883,1.0,1.0,0.6666666666666666,0.7797744868798498,1.0,0.0,1.0,0.7408182206817179,0.8187307530779818
094422ce-696c-482d-9927-c3cfbf347f7a,b78ef921-0ff1-4e4b-aa5d-fe99d9e3de91,2,0.7345313587945765,1.0,,0.6666666666666666,0.7797744868798498,1.0,0.0,1.0,0.7408182206817179,0.8187307530779818
094422ce-696c-482d-9927-c3cfbf347f7a,70770051-5ba0-4cf9-80da-e50674b4a7ea,3,0.7345313587945765,1.0,,0.6666666666666666,0.7797744868798498,1.0,0.0,1.0,0.7408182206817179,0.8187307530779818
a462a4cb-bbaa-4417-b876-4b8606c6f8db,ca1ccf90-ef97-446d-b9ba-214844ffc371,1,0.8036336258188252,1.0,1.0,0.6666666666666666,0.5676676416183064,1.0,0.0,1.0,0.1353352832366127,1.0
a462a4cb-bbaa-4417-b876-4b8606c6f8db,88787789-76a4-44ab-8e89-743b83d2b563,2,0.708945544798134,1.0,0.8945652173913043,1.0,0.20554312034160588,1.0,1.0,1.0,0.4065696597405991,0.004516580942612666
a462a4cb-bbaa-4417-b876-4b8606c6f8db,fc8cf4d1-ac28-4a43-8661-5a9c39e86369,3,0.6928294556569695,1.0,0.6842105263157895,1.0,0.5024139749969158,1.0,1.0,1.0,1.0,0.004827949993831441
06bf89b8-3e0b-4be9-a611-1e656cae34eb,2e56f82b-a80d-4704-83a5-14a52a117b65,1,1.0,1.0,,1.0,,1.0,1.0,1.0,,
06bf89b8-3e0b-4be9-a611-1e656cae34eb,db475b0b-e62d-4719-a502-d1effef1ed48,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
06bf89b8-3e0b-4be9-a611-1e656cae34eb,bb9852a6-a27a-40e6-80ab-22e210e73310,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b48a1279-3852-4482-902f-203558c37a33,02c609c9-52b4-49d5-b6e8-cc14787f1822,1,0.8518787953459384,1.0,1.0,1.0,0.5062626511531276,1.0,1.0,1.0,0.2465969639416065,0.7659283383646487
b48a1279-3852-4482-902f-203558c37a33,3fe05d73-7de1-4c32-ad94-991ff0ad4290,2,0.8375375514965868,1.0,1.0,1.0,0.4584585049886229,1.0,1.0,1.0,0.2465969639416065,0.6703200460356393
b48a1279-3852-4482-902f-203558c37a33,1e8557a8-c31c-4303-9232-5cd22ef2f92d,3,0.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
02c609c9-52b4-49d5-b6e8-cc14787f1822,3fe05d73-7de1-4c32-ad94-991ff0ad4290,1,0.981275997856442,1.0,1.0,1.0,0.9375866595214737,1.0,1.0,1.0,1.0,0.8751733190429475
02c609c9-52b4-49d5-b6e8-cc14787f1822,99bdb0cc-ab82-49ee-8619-9db5dadd642f,2,0.9146093311897754,1.0,1.0,0.6666666666666666,0.9375866595214737,0.0,1.0,1.0,1.0,0.8751733190429475
02c609c9-52b4-49d5-b6e8-cc14787f1822,69c91a28-89cc-4600-816b-b4be8eb9dbd6,3,0.9146093311897754,1.0,1.0,0.6666666666666666,0.9375866595214737,0.0,1.0,1.0,1.0,0.8751733190429475
3fe05d73-7de1-4c32-ad94-991ff0ad4290,02c609c9-52b4-49d5-b6e8-cc14787f1822,1,0.981275997856442,1.0,1.0,1.0,0.9375866595214737,1.0,1.0,1.0,1.0,0.8751733190429475
3fe05d73-7de1-4c32-ad94-991ff0ad4290,69c91a28-89cc-4600-816b-b4be8eb9dbd6,2,0.9333333333333333,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0
3fe05d73-7de1-4c32-ad94-991ff0ad4290,99bdb0cc-ab82-49ee-8619-9db5dadd642f,3,0.9333333333333333,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0
0e375556-7947-4dc0-a628-d1674e5d1658,2e56f82b-a80d-4704-83a5-14a52a117b65,1,1.0,1.0,,1.0,,1.0,1.0,1.0,,
0e375556-7947-4dc0-a628-d1674e5d1658,a065713e-1a0f-472f-b7e3-125a8da72465,2,0.981275997856442,1.0,1.0,1.0,0.9375866595214737,1.0,1.0,1.0,1.0,0.8751733190429475
0e375556-7947-4dc0-a628-d1674e5d1658,f0684d5c-1063-4ed6-b5e3-2e1067f62b82,3,0.9146093311897754,1.0,1.0,0.6666666666666666,0.9375866595214737,1.0,0.0,1.0,1.0,0.8751733190429475
82456e41-801e-4f90-9263-6c96d3e72160,2e56f82b-a80d-4704-83a5-14a52a117b65,1,1.0,1.0,,1.0,,1.0,1.0,1.0,,
82456e41-801e-4f90-9263-6c96d3e72160,e3965593-af94-4667-b8da-863b9cd8732e,2,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
82456e41-801e-4f90-9263-6c96d3e72160,0e375556-7947-4dc0-a628-d1674e5d1658,3,0.8615604755556404,1.0,1.0,1.0,0.5385349185188014,1.0,1.0,1.0,0.20189651799465538,0.8751733190429475
2761ad98-baa2-4022-b98c-146a32b16dec,99da9f39-2d62-4da9-993c-06c5eadcba5d,1,0.6784043660898513,1.0,,0.6666666666666666,0.686229499038641,1.0,0.0,1.0,0.6065306597126334,0.7659283383646487
2761ad98-baa2-4022-b98c-146a32b16dec,994d6484-f42b-43db-909f-0de61a2999bf,2,0.6770388584530989,1.0,,0.6666666666666666,0.683953652977387,1.0,0.0,1.0,0.7408182206817179,0.6270890852730561
2761ad98-baa2-4022-b98c-146a32b16dec,f06908ec-569e-4df8-b99e-1856c8d3eaf5,3,0.6692896600983318,1.0,,0.6666666666666666,0.6710383223861085,1.0,0.0,1.0,0.4065696597405991,0.9355069850316178
985a13af-6aee-4660-83c1-ce5114758d4e,876899b2-8a5d-4a2b-a4c9-ec9d2fb2437a,1,0.6666666666666667,1.0,0.6000000000000001,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
985a13af-6aee-4660-83c1-ce5114758d4e,f7c40656-b7b7-435b-a516-285afaa751db,2,0.6666666666666667,1.0,0.6000000000000001,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
985a13af-6aee-4660-83c1-ce5114758d4e,24dcf5a7-c9f0-4063-973c-50e3d7644527,3,0.6214600589152501,1.0,,0.3333333333333333,0.813544542636528,0.0,1.0,0.0,1.0,0.6270890852730561
9b6f3d40-da34-465e-9211-b0d7b1d19036,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,1,0.8666666666666667,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0
9b6f3d40-da34-465e-9211-b0d7b1d19036,2af9d905-069b-450e-8e7e-155fa7133cc7,2,0.8666666666666667,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0
9b6f3d40-da34-465e-9211-b0d7b1d19036,1982a20f-640e-4caa-b9e7-3ca15d7e1acb,3,0.8666666666666667,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0
e63d7e85-caef-4f2f-a89b-3889907f7e74,e0bfc6b2-19de-475e-ba88-6d6081204ed9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e63d7e85-caef-4f2f-a89b-3889907f7e74,e67e6b48-e699-4e55-9640-ff061375d513,2,0.8666666666666667,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0
e63d7e85-caef-4f2f-a89b-3889907f7e74,2104d59d-0957-4875-b4b1-7f968cb43352,3,0.8666666666666667,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0
2104d59d-0957-4875-b4b1-7f968cb43352,e67e6b48-e699-4e55-9640-ff061375d513,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2104d59d-0957-4875-b4b1-7f968cb43352,a7f069f3-9543-4a65-9266-0d360a37bff1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2104d59d-0957-4875-b4b1-7f968cb43352,e0bfc6b2-19de-475e-ba88-6d6081204ed9,3,0.8666666666666667,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,0b2f966d-8a4e-4745-98a2-dbed042195b0,1,0.8703186783406087,1.0,1.0,1.0,0.5677289278020292,1.0,1.0,1.0,0.5488116360940265,0.5866462195100318
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,baf4123a-dcbb-4624-bdc2-fcf1a16acda6,2,0.8606263402402345,1.0,1.0,1.0,0.5354211341341153,1.0,1.0,1.0,0.1353352832366127,0.9355069850316178
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,9aabfd4b-06e9-4c02-9c6a-befd8c6f03e0,3,0.8036520116739421,1.0,1.0,0.6666666666666666,0.5677289278020292,1.0,1.0,0.0,0.5488116360940265,0.5866462195100318
761b9fc9-1000-476c-bebe-6c40dd431b1c,e3965593-af94-4667-b8da-863b9cd8732e,1,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
761b9fc9-1000-476c-bebe-6c40dd431b1c,fb2c9da4-f747-4c1c-95a5-b2bb40f9ffab,2,0.9040691192865106,1.0,0.9414715719063544,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
761b9fc9-1000-476c-bebe-6c40dd431b1c,7fbe0396-dc55-421f-ac43-cddb850605a8,3,0.8105958986581672,1.0,0.9599303135888502,0.6666666666666666,0.6576580284346957,1.0,0.0,1.0,0.4965853037914095,0.8187307530779818
bab67e88-be02-40c9-b3d7-b43a4adff716,3d92c9e6-d3f8-4177-900c-04adc55774c1,1,0.8666666666666667,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0
bab67e88-be02-40c9-b3d7-b43a4adff716,9b6f3d40-da34-465e-9211-b0d7b1d19036,2,0.8186207333182185,1.0,1.0,1.0,0.3954024443940616,1.0,1.0,1.0,0.07427357821433388,0.7165313105737893
bab67e88-be02-40c9-b3d7-b43a4adff716,8ded8ec2-f221-4c6d-aadb-fa8294388127,3,0.6852873999848852,1.0,1.0,0.3333333333333333,0.3954024443940616,0.0,0.0,1.0,0.07427357821433388,0.7165313105737893
5190b002-36f4-497b-b1aa-856762facb07,3fdf352b-c5a4-4b91-9442-b5eb9707b835,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
5190b002-36f4-497b-b1aa-856762facb07,61db4926-335b-4875-91e4-971c988e3161,2,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
5190b002-36f4-497b-b1aa-856762facb07,955e8d92-4c1c-4966-9c7b-2d3dc65e646f,3,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
8cc82a77-7371-4839-bca3-86f8d3ea627a,e42b147c-89f1-46de-b56e-0f201d709601,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8cc82a77-7371-4839-bca3-86f8d3ea627a,79a3cf7b-b5e4-42c2-9b38-2c4e2afe6b2d,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8cc82a77-7371-4839-bca3-86f8d3ea627a,ff74c084-487f-4cdb-892d-8d62901b935d,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e42b147c-89f1-46de-b56e-0f201d709601,8cc82a77-7371-4839-bca3-86f8d3ea627a,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e42b147c-89f1-46de-b56e-0f201d709601,79a3cf7b-b5e4-42c2-9b38-2c4e2afe6b2d,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e42b147c-89f1-46de-b56e-0f201d709601,ff74c084-487f-4cdb-892d-8d62901b935d,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
795c1324-5586-4057-8c6a-574755248aa2,eacf8951-7847-48f9-aba4-151e97e3a2c7,1,0.9333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
795c1324-5586-4057-8c6a-574755248aa2,9162d4bc-9f99-4c51-936e-92082797cb17,2,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
795c1324-5586-4057-8c6a-574755248aa2,02647f9b-5108-4955-938f-e6b003b62690,3,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
724a7dd7-d80d-4320-86c7-b8a879bb619d,d0a90019-8dba-4281-bf19-07884317e2c4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
724a7dd7-d80d-4320-86c7-b8a879bb619d,f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb,2,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
724a7dd7-d80d-4320-86c7-b8a879bb619d,3db44a0a-145e-4ef9-a303-c499bc03bfb8,3,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
4d565122-229a-4541-8a53-3b18169c3635,02647f9b-5108-4955-938f-e6b003b62690,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
4d565122-229a-4541-8a53-3b18169c3635,a7b9f0bb-3533-4e0c-ac1c-1a71745bf089,2,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
4d565122-229a-4541-8a53-3b18169c3635,9162d4bc-9f99-4c51-936e-92082797cb17,3,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
02647f9b-5108-4955-938f-e6b003b62690,696ef1ae-5409-47f4-87f2-8e102d15b54f,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
02647f9b-5108-4955-938f-e6b003b62690,e14a46c3-b349-4441-b09f-8088e5663262,2,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
02647f9b-5108-4955-938f-e6b003b62690,5190b002-36f4-497b-b1aa-856762facb07,3,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,
2624655e-ea07-468a-8da8-2e39c9d1e7f0,8aff426d-b8c0-43aa-ad26-835ef4de6129,1,0.7160660436461694,1.0,0.4945652173913043,1.0,0.8959447831683909,1.0,1.0,1.0,1.0,0.7918895663367816
2624655e-ea07-468a-8da8-2e39c9d1e7f0,fb2b9437-a1b2-4474-8613-a32373ee0d34,2,0.6666666666666666,1.0,,0.6666666666666666,,1.0,0.0,1.0,,
2624655e-ea07-468a-8da8-2e39c9d1e7f0,a46d8ecb-c4de-45b2-b518-693d0f065a68,3,0.6666666666666666,1.0,,0.6666666666666666,,1.0,0.0,1.0,,
b9dc4688-75e2-45ed-82ed-c33ca308f94e,bad5593f-a55f-40a4-8fe1-7a275ec99647,1,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
b9dc4688-75e2-45ed-82ed-c33ca308f94e,cd671549-c18e-44d4-9c3b-1b0c228f87dc,2,0.8381178920774546,1.0,,0.6666666666666666,0.9524187090179798,1.0,0.0,1.0,0.9048374180359595,1.0
b9dc4688-75e2-45ed-82ed-c33ca308f94e,8a84f5fb-accb-4950-81cb-b0a9c8178fd8,3,0.781912864096537,1.0,1.0,0.6666666666666666,0.4952651025440125,1.0,0.0,1.0,0.05502322005640723,0.9355069850316178
9a26d7df-1335-45d4-97cd-6d7459fb2674,bad5593f-a55f-40a4-8fe1-7a275ec99647,1,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
9a26d7df-1335-45d4-97cd-6d7459fb2674,cd671549-c18e-44d4-9c3b-1b0c228f87dc,2,0.8381178920774546,1.0,,0.6666666666666666,0.9524187090179798,1.0,0.0,1.0,0.9048374180359595,1.0
9a26d7df-1335-45d4-97cd-6d7459fb2674,8a84f5fb-accb-4950-81cb-b0a9c8178fd8,3,0.781912864096537,1.0,1.0,0.6666666666666666,0.4952651025440125,1.0,0.0,1.0,0.05502322005640723,0.9355069850316178
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,51edaf19-20d9-4df2-90aa-246c478b3532,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,1008838b-bf71-442f-a6e8-3de016146f89,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb,3,0.8666666666666667,1.0,,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
7be2d720-52c2-4f8a-a82a-2b90f535ad40,672fc34b-2572-44a1-b4ed-d9bdccdc6909,1,0.8095238095238095,1.0,1.0,0.3333333333333333,,0.0,0.0,1.0,,
7be2d720-52c2-4f8a-a82a-2b90f535ad40,502608c0-8c68-4a10-a1f9-fdc833a44b05,2,0.8095238095238095,1.0,1.0,0.3333333333333333,,0.0,0.0,1.0,,
7be2d720-52c2-4f8a-a82a-2b90f535ad40,0b2f966d-8a4e-4745-98a2-dbed042195b0,3,0.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,1,0.9333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,8b1f5085-e3de-45f9-9ba1-aa6bb450722e,2,0.9077253923723259,1.0,1.0,1.0,0.6924179745744197,1.0,1.0,1.0,0.44932896411722156,0.9355069850316178
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,3c24e625-9798-4fd5-a554-1ab812d18abe,3,0.7379507400141881,1.0,1.0,0.6666666666666666,0.34872468893618286,0.0,1.0,1.0,0.11080315836233387,0.5866462195100318
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c9bf28ea-da72-42e3-9721-73dd2d6c03e9,1,0.9333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,1.0
c7dbd2da-a758-44ba-9e16-ee10ec99f631,11507d39-b030-464d-95d4-d3ebbb0545a7,2,0.8666666666666667,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c322fc6c-240c-4c09-9b88-d4f2c2395244,3,0.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
24889764-ab00-4c8e-ae3e-5945601bbafb,02647f9b-5108-4955-938f-e6b003b62690,1,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
24889764-ab00-4c8e-ae3e-5945601bbafb,6ba77453-705f-4cd9-af72-7422e9181734,2,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
24889764-ab00-4c8e-ae3e-5945601bbafb,a7b9f0bb-3533-4e0c-ac1c-1a71745bf089,3,0.9047619047619048,1.0,1.0,0.6666666666666666,,1.0,0.0,1.0,,
3890f753-a284-4da4-9723-c0a697c8a403,3cbfc97b-1004-4096-a198-83f672cb4789,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3890f753-a284-4da4-9723-c0a697c8a403,0dcb40f1-38f9-44d1-a023-99d80f143a79,2,0.8666666666666667,1.0,,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
3890f753-a284-4da4-9723-c0a697c8a403,0810e19e-0170-4a1e-930b-f5830e698dce,3,0.8666666666666667,1.0,,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
41a4f5a5-728a-4965-b483-6e265eebf93a,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,1,0.8666666666666667,1.0,,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0
41a4f5a5-728a-4965-b483-6e265eebf93a,cd671549-c18e-44d4-9c3b-1b0c228f87dc,2,0.6938621532077588,1.0,,0.6666666666666666,0.7119924775684869,1.0,0.0,1.0,0.5488116360940265,0.8751733190429475
41a4f5a5-728a-4965-b483-6e265eebf93a,fb2b9437-a1b2-4474-8613-a32373ee0d34,3,0.6666666666666666,1.0,,0.6666666666666666,,1.0,0.0,1.0,,
b30cef8b-4065-4272-89b5-57b1fd91c50d,26ea35b5-2ccf-4fdc-884f-50a7c3a000b8,1,0.842167648740203,1.0,1.0,1.0,0.4738921624673431,1.0,1.0,1.0,0.012277339903068436,0.9355069850316178
